#latitute, longitude (you can simply copy-paste a location from right-click in google maps)
53.39206969149055, 35.62854490625571
54.52958749157754, 60.58948152073668
16.2287488254072, 19.808232967500174
51.681643807337956, 77.64026216583987
55.23738092819946, 102.95276126784871
49.904075436691485, 110.33557350593463
47.822996536036605, 126.68322917598204
48.52631228067928, 112.09338594357415
68.37220367971071, 116.13635455014501
67.51417440442034, 151.46838454669904
65.77274173127927, 156.74182185961757
63.43741498725478, 56.72229415792975
64.28911867995437, 49.69104440737174
63.12126465551924, 71.66369987786555
51.79050239565717, 86.25354311027344
56.12922972787317, -125.03551834207023
62.55961174320707, -132.945674311448
63.121264565913506, -156.67614221958132
67.7815680839641, -145.60192386245242
64.28911859397036, -105.96325226280595
34.10119906884038, -98.75622091182323
50.12997472704561, -112.46715860393675
52.438158172028864, -92.60387707561846
47.467717586353885, -116.1585649056596
54.52958737656708, -73.44372055715218
21.057170550060576, -101.92028345615711
-14.845682719376388, -56.74450218645317
-4.813654380661508, -70.80700238349266
-30.208435435012884, -62.36950226526896
-39.83103054742016, -68.34606484901076
-11.766976336118088, -56.39293968152718
-0.2490139591484892, -55.68981467167521
-18.882024397683452, -43.73668950419162
-9.000825809255796, -72.38903365565962
24.140077662722216, -6.822627252953943
14.363747080067771, -3.131220951231056
24.620394123745562, 16.90784182955022
-1.303589621141733, 14.974248052457295
-8.653427718362966, 23.587529423143987
-18.38232101748158, 29.915654511811756
-28.368838305030003, 23.763310675606977
4.842864730494271, 39.40784214481342
-18.2154288116072, 46.966436000722176
21.3848927954884, 43.97815426304943
16.566010835308692, 47.669560564772276
21.548480113174495, 53.64612314851406
32.18801731385533, 66.82971708323863
-10.559813136011043, 16.028935121433417
